fra;jour;P_f;P_h;P;pop_f;pop_h;pop;cl_age90
FR;2020-06-12;22;25;51;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-12;14;22;40;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-12;24;4;33;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-12;22;2;24;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-12;277;253;600;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-13;5;5;11;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-13;7;7;15;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-13;17;15;35;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-13;18;9;30;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-13;10;15;27;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-13;9;10;20;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-13;6;10;17;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-13;7;6;14;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-13;6;6;15;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-13;4;1;6;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-13;89;84;190;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-14;0;5;6;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-14;3;0;4;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-14;6;2;9;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-14;12;4;18;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-14;4;5;9;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-14;4;6;12;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-14;7;9;17;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-14;5;3;9;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-14;6;4;10;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-14;3;2;5;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-14;50;40;99;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-15;17;17;35;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-15;19;19;47;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-15;28;30;67;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-15;42;39;91;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-15;23;31;67;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-15;26;16;50;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-15;23;12;47;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-15;11;16;32;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-15;24;14;41;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-15;11;5;18;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-15;224;199;495;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-16;13;10;30;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-16;23;16;44;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-16;50;32;93;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-16;51;43;105;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-16;31;29;75;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-16;30;32;72;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-16;23;17;46;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-16;19;23;46;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-16;21;11;36;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-16;14;4;21;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-16;275;217;574;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-17;24;14;49;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-17;31;29;61;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-17;41;52;112;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-17;56;57;125;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-17;62;46;121;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-17;47;32;83;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-17;29;25;56;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-17;27;16;50;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-17;19;18;45;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-17;19;6;25;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-17;355;295;729;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-18;19;10;43;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-18;28;23;67;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-18;41;32;85;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-18;64;38;114;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-18;38;44;93;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-18;22;31;62;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-18;21;24;49;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-18;14;13;31;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-18;16;11;30;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-18;4;1;6;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-18;267;227;581;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-19;18;26;47;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-19;24;33;65;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-19;56;39;106;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-19;51;63;132;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-19;46;45;102;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-19;40;33;81;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-19;25;36;63;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-19;15;14;33;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-19;15;12;29;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-19;12;4;17;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-19;303;305;676;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-20;8;12;23;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-20;17;15;34;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-20;26;28;59;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-20;28;27;56;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-20;24;22;50;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-20;21;25;49;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-20;6;12;19;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-20;5;14;20;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-20;6;9;15;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-20;11;1;12;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-20;152;165;337;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-21;0;2;2;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-21;4;4;8;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-21;8;4;14;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-21;9;12;23;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-21;5;6;11;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-21;9;9;18;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-21;5;4;9;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-21;3;7;10;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-21;1;4;5;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-21;1;1;2;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-21;45;53;102;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-22;18;16;35;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-22;34;27;62;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-22;41;60;102;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-22;53;51;104;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-22;40;49;89;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-22;38;35;74;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-22;23;27;50;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-22;18;18;36;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-22;25;8;33;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-22;15;3;18;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-22;305;294;603;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-23;17;17;35;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-23;45;34;80;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-23;50;64;118;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-23;55;58;116;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-23;54;44;99;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-23;45;43;88;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-23;23;22;45;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-23;10;17;27;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-23;18;17;35;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-23;13;3;16;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-23;331;320;661;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-24;20;21;42;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-24;35;25;61;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-24;73;60;133;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-24;73;60;135;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-24;51;55;106;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-24;31;45;76;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-24;24;23;48;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-24;10;17;27;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-24;16;13;29;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-24;11;3;14;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-24;344;323;672;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-25;15;14;30;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-25;28;19;48;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-25;42;39;81;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-25;57;57;114;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-25;38;39;77;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-25;36;28;65;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-25;18;14;33;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-25;18;11;29;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-25;13;10;23;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-25;7;3;10;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-25;272;234;510;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-26;12;15;28;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-26;32;29;61;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-26;63;51;116;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-26;58;37;95;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-26;37;53;90;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-26;32;34;67;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-26;25;22;47;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-26;18;26;44;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-26;11;7;18;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-26;8;4;12;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-26;297;278;579;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-27;13;13;29;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-27;15;14;31;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-27;32;27;60;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-27;34;24;58;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-27;25;23;49;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-27;19;21;40;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-27;17;18;35;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-27;5;14;19;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-27;4;6;10;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-27;7;1;8;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-27;171;161;339;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-28;4;8;13;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-28;13;13;29;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-28;19;18;40;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-28;16;12;30;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-28;15;11;28;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-28;10;18;29;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-28;7;6;14;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-28;4;9;13;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-28;8;2;10;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-28;5;4;9;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-28;101;101;215;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-29;23;28;51;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-29;35;26;61;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-29;61;54;117;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-29;58;65;123;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-29;52;51;103;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-29;33;53;88;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-29;35;33;68;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-29;13;21;34;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-29;14;4;18;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-29;10;2;12;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-29;334;337;676;34692807.7476749;32422187.2523251;67114995;0
FR;2020-06-30;15;25;44;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-06-30;30;33;65;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-06-30;61;53;115;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-06-30;78;68;150;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-06-30;51;54;109;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-06-30;47;35;83;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-06-30;28;22;50;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-06-30;17;23;40;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-06-30;23;11;34;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-06-30;10;3;15;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-06-30;361;327;727;34692807.7476749;32422187.2523251;67114995;0
FR;2020-07-01;24;21;52;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-07-01;30;27;58;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-07-01;62;56;121;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-07-01;58;47;107;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-07-01;40;57;97;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-07-01;46;40;86;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-07-01;20;33;53;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-07-01;8;8;16;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-07-01;12;13;25;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-07-01;5;4;10;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-07-01;306;308;634;34692807.7476749;32422187.2523251;67114995;0
FR;2020-07-02;18;13;34;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-07-02;36;33;70;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-07-02;58;51;109;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-07-02;53;51;105;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-07-02;45;44;89;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-07-02;38;33;72;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-07-02;26;28;55;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-07-02;13;11;25;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-07-02;17;6;23;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-07-02;5;1;6;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-07-02;309;271;593;34692807.7476749;32422187.2523251;67114995;0
FR;2020-07-03;22;22;46;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-07-03;42;48;92;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-07-03;64;57;129;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-07-03;71;49;122;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-07-03;58;47;106;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-07-03;32;35;69;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-07-03;33;32;66;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-07-03;18;14;32;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-07-03;23;16;39;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-07-03;34;5;40;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-07-03;397;326;749;34692807.7476749;32422187.2523251;67114995;0
FR;2020-07-04;13;6;20;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-07-04;15;22;40;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-07-04;29;33;62;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-07-04;25;35;61;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-07-04;23;23;48;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-07-04;17;31;48;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-07-04;14;12;27;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-07-04;13;14;27;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-07-04;4;9;13;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-07-04;4;2;6;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-07-04;157;187;353;34692807.7476749;32422187.2523251;67114995;0
FR;2020-07-05;3;0;4;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-07-05;1;2;4;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-07-05;8;8;16;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-07-05;14;8;22;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-07-05;10;7;17;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-07-05;8;6;14;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-07-05;6;8;14;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-07-05;2;2;4;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-07-05;5;2;7;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-07-05;1;0;1;672069.992695578;240510.613577276;912580.606272853;90
